Carrier,Flight,Origin,Month,Delay
EV,4950,EWR,3,-2
EV,4950,EWR,3,-3
EV,4950,EWR,3,4
EV,5020,LGA,3,
EV,5148,LGA,3,83
EV,5157,LGA,3,75
EV,5181,EWR,3,150
EV,5472,LGA,3,-2
EV,5679,EWR,3,25
F9,835,LGA,3,19
FL,345,LGA,3,-5
FL,347,LGA,3,-6
FL,347,LGA,3,-6
FL,348,LGA,3,-1
FL,620,LGA,3,8
FL,623,LGA,3,
HA,51,JFK,3,1
MQ,3737,EWR,3,-7
MQ,3737,EWR,3,-1
MQ,3792,JFK,3,134
MQ,4146,JFK,3,22
MQ,4146,JFK,3,-11
MQ,4172,JFK,3,24
MQ,4309,JFK,3,-8
MQ,4333,JFK,3,-4
MQ,4403,JFK,3,-7
MQ,4410,JFK,3,4
MQ,4423,JFK,3,2
MQ,4449,JFK,3,-5
MQ,4475,LGA,3,-2
MQ,4478,LGA,3,-1
MQ,4521,LGA,3,-1
MQ,4564,LGA,3,27
MQ,4579,LGA,3,-2
MQ,4584,LGA,3,-3
MQ,4588,LGA,3,-4
MQ,4589,LGA,3,
MQ,4610,LGA,3,-11
MQ,4626,LGA,3,0
MQ,4654,LGA,3,-2
MQ,4669,LGA,3,-4
MQ,4669,LGA,3,-6
MQ,4670,LGA,3,-7
MQ,4674,LGA,3,22
UA,15,EWR,3,-5
UA,15,EWR,3,50
UA,15,EWR,3,27
UA,162,EWR,3,-4
UA,292,EWR,3,-5
UA,296,EWR,3,-7
UA,299,EWR,3,60
UA,309,EWR,3,-2
UA,311,EWR,3,-3
UA,358,LGA,3,-2
UA,377,LGA,3,-6
UA,379,LGA,3,-4
UA,404,LGA,3,-5
UA,411,EWR,3,5
UA,424,EWR,3,179
UA,451,EWR,3,11
UA,509,LGA,3,44
UA,511,EWR,3,-6
UA,533,EWR,3,14
UA,535,JFK,3,19
UA,554,EWR,3,12
UA,564,EWR,3,-7
UA,595,EWR,3,0
UA,602,EWR,3,30
UA,602,EWR,3,-5
UA,664,EWR,3,-5
UA,681,EWR,3,-3
UA,686,EWR,3,-6
UA,687,LGA,3,5
UA,699,EWR,3,281
UA,701,EWR,3,-1
UA,771,JFK,3,0
UA,771,JFK,3,48
UA,1115,EWR,3,0
UA,1116,EWR,3,0
UA,1122,EWR,3,32
UA,1134,EWR,3,4
UA,1134,EWR,3,-5
UA,1146,EWR,3,-8
UA,1162,EWR,3,10
UA,1170,EWR,3,-5
UA,1178,EWR,3,-5
UA,1183,EWR,3,89
UA,1223,EWR,3,1
UA,1240,EWR,3,-12
UA,1244,EWR,3,34
UA,1244,EWR,3,32
UA,1244,EWR,3,41
UA,1265,EWR,3,2
UA,1267,EWR,3,-1
UA,1269,EWR,3,19
UA,1276,EWR,3,-3
UA,1294,EWR,3,1
UA,1431,EWR,3,0
UA,1462,EWR,3,-2
UA,1481,EWR,3,-6
UA,1545,EWR,3,0
UA,1584,EWR,3,121
UA,1592,EWR,3,-1
UA,1601,EWR,3,-7
UA,1602,EWR,3,125
UA,1611,EWR,3,25
UA,1627,EWR,3,-6
UA,1635,EWR,3,62
UA,1637,EWR,3,-4
UA,1643,EWR,3,-5
UA,1701,EWR,3,-2
UA,1708,EWR,3,-3
UA,1711,EWR,3,-2
US,656,EWR,3,3
US,675,EWR,3,-9
US,720,EWR,3,-3
US,1427,JFK,3,6
US,1427,JFK,3,-5
US,1443,JFK,3,1
US,1491,LGA,3,28
US,1507,EWR,3,-8
US,1625,LGA,3,-5
US,1665,LGA,3,24
US,1895,EWR,3,
US,1973,EWR,3,-5
US,2118,LGA,3,-6
US,2124,LGA,3,-9
US,2130,LGA,3,-6
US,2132,LGA,3,-7
US,2138,LGA,3,-6
US,2138,LGA,3,-6
US,2142,LGA,3,-8
US,2161,LGA,3,
US,2161,LGA,3,14
US,2171,LGA,3,2
US,2187,LGA,3,-6
VX,23,JFK,3,-4
VX,27,JFK,3,133
VX,399,JFK,3,-1
VX,407,JFK,3,-4
WN,115,LGA,3,36
WN,266,EWR,3,18
WN,292,LGA,3,67
WN,298,EWR,3,-1
WN,366,LGA,3,-3
WN,573,LGA,3,8
WN,573,LGA,3,16
WN,589,EWR,3,-5
WN,618,LGA,3,-1
WN,959,LGA,3,-6
WN,993,LGA,3,17
WN,993,LGA,3,38
WN,1739,EWR,3,12
WN,1809,LGA,3,0
WN,2249,EWR,3,0
WN,2355,EWR,3,73
WN,2444,LGA,3,3
WN,2663,LGA,3,5
WN,3048,LGA,3,-1
WN,3295,EWR,3,-6
9E,3325,JFK,4,11
9E,3334,JFK,4,-1
9E,3334,JFK,4,221
9E,3340,JFK,4,-2
9E,3367,JFK,4,-5
9E,3369,JFK,4,-10
9E,3439,JFK,4,140
9E,3444,JFK,4,34
9E,3521,JFK,4,-8
9E,3523,JFK,4,147
9E,3525,JFK,4,
9E,3538,JFK,4,-6
9E,3538,JFK,4,12
9E,3538,JFK,4,-3
9E,3655,JFK,4,19
9E,3798,JFK,4,-2
9E,3798,JFK,4,30
9E,3798,JFK,4,70
9E,3867,EWR,4,-11
9E,3879,EWR,4,-4
9E,4033,LGA,4,1
9E,4127,JFK,4,73
9E,4357,JFK,4,98
AA,1,JFK,4,14
AA,33,JFK,4,28
AA,33,JFK,4,-3
AA,177,JFK,4,8
AA,257,JFK,4,151
AA,257,JFK,4,32
AA,309,LGA,4,14
AA,313,LGA,4,39
AA,353,LGA,4,-5
AA,371,LGA,4,-10
AA,443,JFK,4,-7
AA,543,JFK,4,-2
AA,677,JFK,4,0
AA,701,JFK,4,-1
AA,701,JFK,4,-1
AA,707,LGA,4,-5
AA,743,LGA,4,-7
AA,753,LGA,4,3
AA,759,LGA,4,-3
AA,759,LGA,4,-9
AA,759,LGA,4,163
AA,785,LGA,4,-4
AA,1073,LGA,4,-7
AA,1073,LGA,4,1
AA,1097,LGA,4,-8
AA,1179,EWR,4,-7
AA,1357,JFK,4,-1
AA,1611,LGA,4,219
AA,1762,JFK,4,-10
AA,1762,JFK,4,38
AA,1769,JFK,4,-2
AA,1787,JFK,4,33
AA,1813,JFK,4,-5
AA,1813,JFK,4,1
AA,1815,JFK,4,2
AA,1815,JFK,4,-10
AA,1855,LGA,4,-7
AA,1949,JFK,4,-6
AA,2019,LGA,4,-10
AA,2041,JFK,4,-4
B6,11,JFK,4,-2
B6,11,JFK,4,115
B6,15,JFK,4,9
B6,35,JFK,4,49
B6,57,JFK,4,-1
B6,79,JFK,4,-1
B6,83,JFK,4,18
B6,87,JFK,4,26
B6,91,JFK,4,61
B6,97,JFK,4,7
B6,97,JFK,4,-2
B6,117,JFK,4,70
B6,127,EWR,4,-1
B6,133,JFK,4,12
B6,133,JFK,4,-3
B6,137,JFK,4,-3
B6,137,JFK,4,6
B6,145,JFK,4,-3
B6,147,JFK,4,105
B6,157,JFK,4,52
B6,165,JFK,4,-8
B6,165,JFK,4,0
B6,171,JFK,4,54
B6,181,JFK,4,-2
B6,215,EWR,4,0
B6,219,JFK,4,10
B6,219,JFK,4,2
B6,359,JFK,4,-7
B6,361,LGA,4,-5
B6,371,LGA,4,-7
B6,371,LGA,4,-7
B6,380,EWR,4,-7
B6,393,LGA,4,110
B6,393,LGA,4,-2
B6,403,JFK,4,1
B6,431,LGA,4,-10
B6,431,LGA,4,29
B6,509,EWR,4,-7
B6,523,EWR,4,-9
B6,523,EWR,4,-7
B6,547,EWR,4,50
B6,602,JFK,4,7
B6,608,JFK,4,-11
B6,608,JFK,4,-6
B6,675,JFK,4,19
B6,707,JFK,4,60
B6,709,JFK,4,-1
B6,711,JFK,4,-3
B6,727,JFK,4,1
B6,727,JFK,4,-1
B6,901,JFK,4,-6
B6,905,JFK,4,-2
B6,927,EWR,4,-3
B6,991,JFK,4,37
B6,1018,JFK,4,4
B6,1061,JFK,4,-4
B6,1172,EWR,4,-10
B6,1172,EWR,4,-1
B6,1273,JFK,4,4
B6,1275,JFK,4,135
B6,1275,JFK,4,3
B6,1639,LGA,4,-10
B6,1783,JFK,4,4
DL,6,JFK,4,46
DL,83,JFK,4,55
DL,141,JFK,4,-5
DL,161,JFK,4,-1
DL,183,JFK,4,0
DL,315,JFK,4,-5
DL,329,JFK,4,2
DL,485,EWR,4,-4
DL,695,JFK,4,-7
DL,695,JFK,4,-4
DL,695,JFK,4,-3
DL,705,JFK,4,3
DL,706,JFK,4,-1
DL,731,LGA,4,-5
DL,781,LGA,4,-6
DL,847,LGA,4,60
DL,857,JFK,4,-5
DL,863,JFK,4,-7
DL,914,LGA,4,17
DL,926,EWR,4,3
DL,963,JFK,4,19
DL,975,LGA,4,-7
DL,1043,JFK,4,-3
DL,1043,JFK,4,-4
DL,1047,LGA,4,-2
DL,1147,LGA,4,-8
DL,1167,JFK,4,-2
DL,1169,JFK,4,-4
DL,1247,LGA,4,36
DL,1375,JFK,4,-5
DL,1415,JFK,4,-1
DL,1485,LGA,4,-2
DL,1499,LGA,4,30
DL,1529,JFK,4,-6
DL,1544,EWR,4,1
DL,1585,LGA,4,22
DL,1585,LGA,4,-5
DL,1629,JFK,4,164
DL,1629,JFK,4,-1
DL,1639,LGA,4,-5
DL,1643,JFK,4,-4
DL,1643,JFK,4,-2
DL,1647,LGA,4,-4
DL,1685,LGA,4,-2
DL,1685,LGA,4,-2
DL,1697,EWR,4,-6
DL,1697,EWR,4,0
DL,1705,LGA,4,11
DL,1715,LGA,4,-1
DL,1715,LGA,4,46
DL,1729,JFK,4,-5
DL,1729,JFK,4,-6
DL,1743,JFK,4,-3
DL,1771,JFK,4,-6
DL,1771,JFK,4,-1
DL,1847,LGA,4,-5
DL,1847,LGA,4,-4
DL,1865,JFK,4,-5
DL,1865,JFK,4,-3
DL,1902,LGA,4,0
DL,1903,LGA,4,-4
DL,1919,LGA,4,-5
DL,1982,LGA,4,7
DL,1982,LGA,4,88
DL,2003,LGA,4,-6
DL,2043,JFK,4,-4
DL,2119,LGA,4,366
DL,2119,LGA,4,-3
DL,2159,JFK,4,-7
DL,2175,LGA,4,-8
DL,2219,LGA,4,-4
DL,2239,EWR,4,-9
DL,2239,EWR,4,-5
DL,2247,LGA,4,4
DL,2319,LGA,4,12
DL,2383,LGA,4,-3
DL,2393,LGA,4,-10
EV,3809,EWR,4,-4
EV,3815,EWR,4,41
EV,3816,EWR,4,78
EV,3818,EWR,4,12
EV,3825,EWR,4,51
EV,3835,EWR,4,12
EV,4097,EWR,4,3
EV,4100,EWR,4,29
EV,4117,EWR,4,112
EV,4118,EWR,4,-3
EV,4119,EWR,4,270
EV,4125,EWR,4,-4
EV,4131,EWR,4,-10
EV,4131,EWR,4,54
EV,4143,EWR,4,-2
EV,4162,EWR,4,36
EV,4179,EWR,4,1
EV,4193,EWR,4,
EV,4233,EWR,4,-1
EV,4238,EWR,4,-3
EV,4294,EWR,4,16
EV,4298,EWR,4,-8
EV,4308,EWR,4,-9
EV,4323,EWR,4,
EV,4333,EWR,4,-5
EV,4349,EWR,4,1
EV,4352,EWR,4,0
EV,4360,EWR,4,-6
EV,4368,EWR,4,116
EV,4376,EWR,4,10
EV,4382,EWR,4,-4
EV,4388,EWR,4,
EV,4398,EWR,4,-5
EV,4400,EWR,4,-8
EV,4409,EWR,4,6
EV,4411,EWR,4,65
EV,4434,EWR,4,16
EV,4495,EWR,4,-6
EV,4495,EWR,4,-9
EV,4532,EWR,4,1
EV,4533,EWR,4,1
EV,4560,EWR,4,
EV,4625,EWR,4,-5
EV,4625,EWR,4,-6
EV,4640,EWR,4,4
EV,4682,EWR,4,-2
EV,4691,EWR,4,-12
EV,4975,EWR,4,-4
EV,5068,EWR,4,-6
EV,5079,LGA,4,17
EV,5134,EWR,4,37
EV,5164,LGA,4,0
EV,5168,LGA,4,74
EV,5181,EWR,4,-7
EV,5222,LGA,4,204
EV,5276,LGA,4,
EV,5445,EWR,4,-2
EV,5472,LGA,4,24
EV,5475,LGA,4,-6
EV,5486,LGA,4,-4
EV,5486,LGA,4,-3
EV,5602,LGA,4,-2
EV,5660,EWR,4,7
EV,5677,EWR,4,-4
EV,5714,JFK,4,
F9,797,LGA,4,-5
F9,835,LGA,4,0
FL,346,LGA,4,-2
FL,354,LGA,4,40
FL,366,LGA,4,14
FL,721,LGA,4,-3
HA,51,JFK,4,-5
MQ,3730,EWR,4,-7
MQ,3730,EWR,4,45
MQ,3768,EWR,4,381
MQ,3783,JFK,4,116
MQ,3792,JFK,4,-6
MQ,3792,JFK,4,-2
MQ,3985,JFK,4,-7
MQ,4146,JFK,4,-2
MQ,4255,JFK,4,157
MQ,4323,JFK,4,0
MQ,4323,JFK,4,18
MQ,4333,JFK,4,0
MQ,4403,JFK,4,-2
MQ,4410,JFK,4,8
MQ,4415,LGA,4,-5
MQ,4415,LGA,4,-2
MQ,4425,JFK,4,-5
MQ,4449,JFK,4,
MQ,4484,LGA,4,4
MQ,4485,LGA,4,100
MQ,4518,LGA,4,-2
MQ,4555,LGA,4,
MQ,4569,LGA,4,-15
MQ,4573,LGA,4,
MQ,4576,LGA,4,-6
MQ,4582,LGA,4,46
MQ,4582,LGA,4,-7
MQ,4584,LGA,4,
MQ,4646,LGA,4,15
MQ,4649,LGA,4,-10
MQ,4655,LGA,4,-3
MQ,4660,LGA,4,33
MQ,4661,LGA,4,33
UA,32,JFK,4,68
UA,148,EWR,4,7
UA,295,EWR,4,-3
UA,301,EWR,4,231
UA,305,EWR,4,4
UA,309,EWR,4,-3
UA,311,EWR,4,-10
UA,364,EWR,4,39
UA,364,EWR,4,0
UA,364,JFK,4,-1
UA,370,LGA,4,-7
UA,394,EWR,4,-2
UA,425,LGA,4,-9
UA,426,EWR,4,-7
UA,451,EWR,4,-4
UA,486,EWR,4,-4
UA,509,EWR,4,80
UA,531,EWR,4,3
UA,544,LGA,4,19
UA,551,EWR,4,-3
UA,569,LGA,4,15
UA,595,JFK,4,
UA,639,EWR,4,-1
UA,669,EWR,4,13
UA,686,EWR,4,-3
UA,736,EWR,4,0
UA,765,EWR,4,-2
UA,768,EWR,4,16
UA,771,JFK,4,-3
UA,796,EWR,4,-8
UA,884,EWR,4,40
UA,939,EWR,4,-11
UA,1025,EWR,4,64
UA,1028,EWR,4,4
UA,1053,EWR,4,44
UA,1077,EWR,4,-6
UA,1106,EWR,4,1
UA,1112,EWR,4,-3
UA,1144,EWR,4,7
UA,1148,EWR,4,10
UA,1148,EWR,4,7
UA,1164,EWR,4,11
UA,1168,EWR,4,61
UA,1181,EWR,4,-4
UA,1183,EWR,4,-6
UA,1214,EWR,4,6
UA,1240,EWR,4,-2
UA,1247,EWR,4,13
UA,1259,LGA,4,-2
UA,1261,EWR,4,-5
UA,1262,EWR,4,3
UA,1281,EWR,4,12
UA,1286,EWR,4,51
UA,1292,EWR,4,-6
UA,1296,EWR,4,3
UA,1400,EWR,4,-3
UA,1456,LGA,4,-2
UA,1464,EWR,4,5
UA,1482,EWR,4,1
UA,1492,EWR,4,15
UA,1497,EWR,4,-3
UA,1568,EWR,4,-4
UA,1574,EWR,4,29
UA,1580,EWR,4,21
UA,1600,EWR,4,10
UA,1605,EWR,4,34
UA,1623,EWR,4,-3
UA,1633,EWR,4,20
UA,1639,EWR,4,-6
UA,1653,EWR,4,12
UA,1680,EWR,4,10
UA,1685,EWR,4,93
UA,1708,EWR,4,-6
UA,1708,EWR,4,27
UA,1708,EWR,4,21
UA,1714,LGA,4,-8
UA,1720,EWR,4,-2
UA,1729,EWR,4,5
US,75,EWR,4,-6
US,186,EWR,4,-10
US,195,JFK,4,-9
US,450,JFK,4,27
US,654,JFK,4,-4
US,656,EWR,4,-6
US,720,EWR,4,-1
US,720,EWR,4,-5
US,894,LGA,4,2
US,1143,EWR,4,-2
US,1277,LGA,4,-6
US,1429,LGA,4,-3
US,1429,LGA,4,11
US,1431,EWR,4,-2
US,1435,EWR,4,-2
US,1491,LGA,4,-4
US,1507,EWR,4,-8
US,1657,JFK,4,-7
US,1657,JFK,4,-10
US,1965,EWR,4,-6
US,2114,LGA,4,-4
US,2120,LGA,4,51
US,2132,LGA,4,-15
US,2138,LGA,4,11
US,2138,LGA,4,-3
US,2144,LGA,4,-2
US,2185,LGA,4,-7
US,2189,LGA,4,3
VX,11,JFK,4,8
VX,29,JFK,4,37
VX,187,EWR,4,166
VX,193,EWR,4,1
VX,251,JFK,4,-3
VX,399,JFK,4,15
VX,399,JFK,4,7
VX,407,JFK,4,0
VX,411,JFK,4,-3
VX,415,JFK,4,-2
VX,415,JFK,4,17
WN,35,EWR,4,15
WN,197,LGA,4,38
WN,292,LGA,4,0
WN,404,LGA,4,13
WN,404,LGA,4,0
WN,435,EWR,4,-4
WN,529,EWR,4,0
WN,700,LGA,4,-3
WN,1575,EWR,4,-3
WN,1637,EWR,4,-2
WN,2151,EWR,4,13
WN,2226,LGA,4,2
WN,2497,LGA,4,46
WN,3676,LGA,4,9
WN,3962,LGA,4,43
YV,3766,LGA,4,-5
9E,3381,JFK,5,0
9E,3395,JFK,5,-5
9E,3403,JFK,5,-13
9E,3412,JFK,5,
9E,3413,JFK,5,4
9E,3416,JFK,5,26
9E,3450,JFK,5,10
9E,3455,JFK,5,37
9E,3459,JFK,5,-7
9E,3465,JFK,5,-6
9E,3525,JFK,5,
9E,3525,JFK,5,
9E,3525,JFK,5,
9E,3638,JFK,5,0
9E,3691,JFK,5,29
9E,3798,JFK,5,
9E,3879,EWR,5,-7
9E,3881,EWR,5,8
9E,3899,JFK,5,87
9E,3965,LGA,5,-3
9E,3965,LGA,5,-9
9E,4120,JFK,5,16
AA,1,JFK,5,-3
AA,59,JFK,5,-6
AA,85,JFK,5,-5
AA,85,JFK,5,-2
AA,177,JFK,5,14
AA,179,JFK,5,-4
AA,181,JFK,5,-5
AA,181,JFK,5,15
AA,301,LGA,5,7
AA,327,LGA,5,-9
AA,331,LGA,5,29
AA,443,JFK,5,8
AA,543,JFK,5,4
AA,655,JFK,5,-7
AA,677,JFK,5,13
AA,711,LGA,5,0
AA,717,LGA,5,-7
AA,731,LGA,5,-7
AA,743,LGA,5,-4
AA,773,LGA,5,-2
AA,854,JFK,5,-5
AA,1033,EWR,5,-4
AA,1033,EWR,5,-6
AA,1762,JFK,5,-7
AA,1813,JFK,5,-1
AA,1815,JFK,5,2
AA,1837,LGA,5,-8
AA,1837,LGA,5,-5
AA,1837,LGA,5,-4
AA,1837,LGA,5,-2
AA,1871,LGA,5,-3
AA,1925,LGA,5,-9
AA,1949,JFK,5,-7
AA,2019,LGA,5,-9
AA,2019,LGA,5,-7
AA,2083,EWR,5,-3
AA,2099,LGA,5,-4
AA,2267,LGA,5,0
AA,2279,LGA,5,-1
AS,21,EWR,5,0
B6,9,JFK,5,-2
B6,9,JFK,5,18
B6,30,JFK,5,-7
B6,36,JFK,5,56
B6,41,JFK,5,-3
B6,49,JFK,5,-3
B6,57,JFK,5,0
B6,63,JFK,5,0
B6,79,JFK,5,-4
B6,87,JFK,5,-2
B6,87,JFK,5,4
B6,141,JFK,5,-1
B6,151,JFK,5,7
B6,171,JFK,5,-1
B6,175,JFK,5,-6
B6,179,JFK,5,-2
B6,183,JFK,5,0
B6,183,JFK,5,-5
B6,185,JFK,5,92
B6,203,JFK,5,-2
B6,203,JFK,5,0
B6,215,EWR,5,-2
B6,341,JFK,5,-2
B6,383,LGA,5,-9
B6,383,LGA,5,31
B6,389,LGA,5,-4
B6,391,LGA,5,-17
B6,431,LGA,5,-10
B6,507,EWR,5,0
B6,523,EWR,5,-7
B6,525,EWR,5,-4
B6,527,EWR,5,76
B6,537,EWR,5,-3
B6,537,EWR,5,48
B6,547,EWR,5,-2
B6,547,EWR,5,0
B6,600,JFK,5,-7
B6,611,JFK,5,-2
B6,615,JFK,5,0
B6,615,JFK,5,98
B6,615,JFK,5,72
B6,619,JFK,5,0
B6,625,JFK,5,-3
B6,629,JFK,5,-6
B6,677,JFK,5,51
B6,701,JFK,5,-2
B6,705,JFK,5,7
B6,707,JFK,5,-3
B6,905,JFK,5,55
B6,915,JFK,5,-1
B6,915,JFK,5,156
B6,1002,JFK,5,-2
B6,1004,JFK,5,-1
B6,1004,JFK,5,29
B6,1004,JFK,5,-8
B6,1012,JFK,5,99
B6,1016,JFK,5,-5
B6,1020,JFK,5,6
B6,1103,JFK,5,-5
B6,1111,JFK,5,297
B6,1170,EWR,5,1
B6,1174,EWR,5,-4
B6,1180,EWR,5,18
B6,1191,JFK,5,-8
B6,1204,JFK,5,-7
B6,1303,JFK,5,-4
B6,1338,JFK,5,-3
B6,1471,LGA,5,-7
B6,1601,LGA,5,-9
DL,6,JFK,5,8
DL,6,JFK,5,20
DL,6,JFK,5,-1
DL,17,JFK,5,64
DL,95,JFK,5,-7
DL,120,JFK,5,-1
DL,141,JFK,5,25
DL,141,JFK,5,-6
DL,161,JFK,5,10
DL,183,JFK,5,-4
DL,301,JFK,5,-7
DL,401,EWR,5,-4
DL,461,LGA,5,-3
DL,695,JFK,5,-3
DL,706,JFK,5,39
DL,731,LGA,5,-7
DL,781,LGA,5,-2
DL,847,LGA,5,-6
DL,847,LGA,5,11
DL,857,JFK,5,-4
DL,857,JFK,5,-9
DL,914,LGA,5,-2
DL,926,EWR,5,10
DL,926,EWR,5,-3
DL,975,LGA,5,-1
DL,985,JFK,5,-4
DL,1031,LGA,5,-4
DL,1131,LGA,5,-7
DL,1131,LGA,5,-3
DL,1147,LGA,5,-3
DL,1147,LGA,5,-8
DL,1185,EWR,5,0
DL,1231,LGA,5,6
DL,1247,LGA,5,-3
DL,1275,JFK,5,-2
DL,1415,JFK,5,0
DL,1429,JFK,5,-3
DL,1465,JFK,5,17
DL,1473,LGA,5,0
DL,1485,LGA,5,-7
DL,1485,LGA,5,53
DL,1485,LGA,5,215
DL,1485,LGA,5,-1
DL,1499,LGA,5,0
DL,1529,JFK,5,-2
DL,1547,LGA,5,-4
DL,1715,LGA,5,10
DL,1773,JFK,5,70
DL,1779,LGA,5,-4
DL,1819,LGA,5,78
DL,1863,JFK,5,24
DL,1875,LGA,5,-1
DL,1885,LGA,5,-1
DL,1903,LGA,5,-7
DL,1903,LGA,5,-6
DL,1919,LGA,5,-4
DL,2042,EWR,5,-6
DL,2042,EWR,5,-4
DL,2047,LGA,5,293
DL,2065,JFK,5,0
DL,2131,LGA,5,36
DL,2159,JFK,5,-1
DL,2159,JFK,5,8
DL,2170,JFK,5,-3
DL,2181,LGA,5,0
DL,2247,LGA,5,1
DL,2285,LGA,5,-11
DL,2347,LGA,5,-5
DL,2383,LGA,5,-2
DL,2395,LGA,5,-4
EV,3807,EWR,5,3
EV,3827,EWR,5,-7
EV,3829,EWR,5,5
EV,3852,EWR,5,105
EV,3854,EWR,5,-2
EV,4087,EWR,5,-10
EV,4092,EWR,5,
EV,4119,EWR,5,70
EV,4140,EWR,5,-6
EV,4140,EWR,5,-8
EV,4171,EWR,5,-11
EV,4175,EWR,5,-9
EV,4180,EWR,5,17
EV,4181,EWR,5,83
EV,4191,EWR,5,33
EV,4191,EWR,5,
EV,4191,EWR,5,
EV,4224,EWR,5,-11
EV,4246,EWR,5,-2
EV,4276,EWR,5,36
EV,4282,EWR,5,
EV,4294,EWR,5,44
EV,4299,EWR,5,
EV,4312,EWR,5,86
EV,4316,EWR,5,-3
EV,4326,EWR,5,-3
EV,4334,EWR,5,4
EV,4364,EWR,5,5
EV,4368,EWR,5,0
EV,4370,EWR,5,125
EV,4388,EWR,5,-7
EV,4420,EWR,5,-6
EV,4471,EWR,5,-6
EV,4495,EWR,5,-6
EV,4528,EWR,5,45
EV,4533,EWR,5,-3
EV,4533,EWR,5,-4
EV,4536,EWR,5,30
EV,4537,EWR,5,105
EV,4543,EWR,5,26
EV,4560,EWR,5,128
EV,4567,EWR,5,84
EV,4567,EWR,5,40
EV,4634,EWR,5,-9
EV,4640,EWR,5,5
EV,4662,EWR,5,-4
EV,4667,EWR,5,
EV,4672,EWR,5,37
EV,4681,EWR,5,34
EV,4684,EWR,5,24
EV,4684,EWR,5,-3
EV,4687,EWR,5,30
EV,4691,EWR,5,29
EV,4691,EWR,5,-4
EV,4700,EWR,5,0
EV,4711,EWR,5,-5
EV,4898,EWR,5,133
EV,4898,EWR,5,-4
EV,4901,EWR,5,-6
EV,4901,EWR,5,-4
EV,4974,LGA,5,0
EV,5025,LGA,5,-7
EV,5168,LGA,5,
EV,5168,LGA,5,
EV,5181,EWR,5,26
EV,5562,LGA,5,-2
EV,5699,LGA,5,-7
EV,5699,LGA,5,1
EV,5712,JFK,5,18
EV,5712,JFK,5,-6
EV,5714,JFK,5,-3
EV,5716,JFK,5,0
EV,5736,LGA,5,27
EV,5769,LGA,5,-4
FL,366,LGA,5,25
FL,721,LGA,5,-8
FL,742,LGA,5,-9
MQ,3695,EWR,5,-1
MQ,3730,EWR,5,17
MQ,3768,EWR,5,-3
MQ,3768,EWR,5,-8
MQ,3783,JFK,5,-7
MQ,3792,JFK,5,45
MQ,4146,JFK,5,
MQ,4255,JFK,5,-1
MQ,4323,JFK,5,84
MQ,4406,JFK,5,-8
MQ,4447,LGA,5,
MQ,4478,LGA,5,-11
MQ,4485,LGA,5,-6
MQ,4518,LGA,5,-7
MQ,4521,LGA,5,75
MQ,4521,LGA,5,-10
MQ,4573,LGA,5,0
MQ,4576,LGA,5,3
MQ,4582,LGA,5,0
MQ,4589,LGA,5,144
MQ,4617,LGA,5,-9
MQ,4619,LGA,5,-6
MQ,4649,LGA,5,-2
MQ,4654,LGA,5,0
MQ,4660,LGA,5,-3
MQ,4660,LGA,5,-4
MQ,4674,LGA,5,30
UA,241,LGA,5,-6
UA,243,EWR,5,-5
UA,257,JFK,5,-4
UA,275,EWR,5,-14
UA,279,EWR,5,-10
UA,292,EWR,5,6
UA,308,EWR,5,126
UA,357,EWR,5,-1
UA,368,EWR,5,11
UA,370,EWR,5,-5
UA,384,LGA,5,-5
UA,423,EWR,5,33
UA,425,EWR,5,16
UA,453,EWR,5,-1
UA,465,EWR,5,17
UA,485,EWR,5,40
UA,488,EWR,5,-6
UA,505,EWR,5,22
UA,512,JFK,5,-8
UA,512,JFK,5,9
UA,544,LGA,5,-8
UA,570,EWR,5,-1
UA,572,LGA,5,-4
UA,589,EWR,5,76
UA,595,EWR,5,-4
UA,608,EWR,5,277
UA,641,EWR,5,3
UA,652,LGA,5,-7
UA,695,LGA,5,42
UA,700,EWR,5,-3
UA,729,EWR,5,132
UA,743,EWR,5,0
UA,745,EWR,5,6
UA,809,EWR,5,-1
UA,841,JFK,5,-9
UA,1025,LGA,5,0
UA,1041,EWR,5,22
UA,1041,EWR,5,19
UA,1073,LGA,5,32
UA,1075,EWR,5,16
UA,1101,EWR,5,-3
UA,1112,LGA,5,0
UA,1121,LGA,5,-7
UA,1146,EWR,5,5
UA,1159,EWR,5,22
UA,1170,EWR,5,3
UA,1175,EWR,5,-2
UA,1189,EWR,5,19
UA,1200,EWR,5,-2
UA,1216,EWR,5,-1
UA,1264,EWR,5,-2
UA,1266,EWR,5,-2
UA,1276,LGA,5,0
UA,1288,EWR,5,0
UA,1289,EWR,5,-1
UA,1293,EWR,5,2
UA,1293,EWR,5,15
UA,1294,EWR,5,8
UA,1294,EWR,5,-1
UA,1437,EWR,5,-5
UA,1444,LGA,5,1
UA,1497,EWR,5,0
UA,1506,EWR,5,6
UA,1534,EWR,5,20
UA,1534,EWR,5,-1
UA,1591,EWR,5,8
UA,1593,EWR,5,16
UA,1598,EWR,5,-1
UA,1644,EWR,5,9
UA,1644,EWR,5,-1
UA,1648,EWR,5,77
UA,1657,JFK,5,16
UA,1672,EWR,5,-1
UA,1692,EWR,5,-2
UA,1692,EWR,5,7
UA,1692,EWR,5,14
UA,1696,EWR,5,-3
UA,1715,LGA,5,-5
US,196,JFK,5,-3
US,1014,EWR,5,-5
US,1032,EWR,5,-8
