date,count,package
2020-02-12,29557,farver
2020-02-13,28359,farver
2020-02-14,22652,farver
2020-02-15,12644,farver
2020-02-16,12628,farver
2020-02-17,26565,farver
2020-02-18,30143,farver
2020-02-19,30531,farver
2020-02-20,29944,farver
2020-02-21,25705,farver
2020-02-22,16618,farver
2020-02-23,16384,farver
2020-02-24,27692,farver
2020-02-25,29854,farver
2020-02-26,28819,farver
2020-02-27,28301,farver
2020-02-28,22553,farver
2020-02-29,3611,farver
2020-03-01,12372,farver
2020-03-02,26322,farver
2020-03-03,26489,farver
2020-03-04,26606,farver
2020-03-05,26040,farver
2020-03-06,25421,farver
2020-03-07,15526,farver
2020-03-08,14511,farver
2020-03-09,26218,farver
2020-03-10,26579,farver
2020-03-11,26013,farver
2020-03-12,24104,farver
2020-03-13,20355,farver
2020-03-14,12150,farver
2020-03-15,11987,farver
2020-03-16,21223,farver
2020-03-17,25328,farver
2020-03-18,28803,farver
2020-03-19,27282,farver
2020-03-20,24104,farver
2020-03-21,17543,farver
2020-03-22,18244,farver
2020-03-23,26913,farver
2020-03-24,27585,farver
2020-03-25,26918,farver
2020-03-26,28356,farver
2020-03-27,26031,farver
2020-03-28,18351,farver
2020-03-29,18355,farver
2020-03-30,27583,farver
2020-03-31,27772,farver
2020-04-01,27512,farver
2020-04-02,27104,farver
2020-04-03,24439,farver
2020-04-04,17889,farver
2020-04-05,17479,farver
2020-04-06,27433,farver
2020-04-07,27863,farver
2020-04-08,26903,farver
2020-04-09,25594,farver
2020-04-10,22555,farver
2020-04-11,17763,farver
2020-04-12,17287,farver
2020-04-13,24757,farver
2020-04-14,26721,farver
2020-04-15,27192,farver
2020-04-16,26940,farver
2020-04-17,25039,farver
2020-04-18,18626,farver
2020-04-19,18457,farver
2020-04-20,26244,farver
2020-04-21,26867,farver
2020-04-22,26981,farver
2020-04-23,26197,farver
2020-04-24,26184,farver
2020-04-25,20088,farver
2020-04-26,20579,farver
2020-04-27,30102,farver
2020-04-28,31223,farver
2020-04-29,31092,farver
2020-04-30,29238,farver
2020-05-01,25146,farver
2020-05-02,19532,farver
2020-05-03,20366,farver
2020-05-04,28629,farver
2020-05-05,28609,farver
2020-05-06,29329,farver
2020-05-07,27527,farver
2020-05-08,25138,farver
2020-05-09,18792,farver
2020-05-10,17921,farver
2020-05-11,27908,farver
2020-05-12,28574,farver
2020-05-13,27848,farver
2020-05-14,26281,farver
2020-05-15,25270,farver
2020-05-16,17690,farver
2020-05-17,17529,farver
2020-05-18,26887,farver
2020-05-19,27250,farver
2020-05-20,22518,farver
2020-05-21,19449,farver
2020-05-22,17611,farver
2020-05-23,12284,farver
2020-05-24,11947,farver
2020-05-25,18197,farver
2020-05-26,20760,farver
2020-05-27,20742,farver
2020-05-28,21333,farver
2020-05-29,19130,farver
2020-05-30,11459,farver
2020-05-31,11195,farver
2020-06-01,20082,farver
2020-06-02,24097,farver
2020-06-03,25883,farver
2020-06-04,25125,farver
2020-06-05,22970,farver
2020-06-06,16213,farver
2020-06-07,16775,farver
2020-06-08,25071,farver
2020-06-09,25767,farver
2020-06-10,24885,farver
2020-06-11,23670,farver
2020-06-12,22567,farver
2020-06-13,15369,farver
2020-06-14,16013,farver
2020-06-15,23906,farver
2020-06-16,24973,farver
2020-06-17,22512,farver
2020-06-18,19811,farver
2020-06-19,18138,farver
2020-06-20,10710,farver
2020-06-21,10533,farver
2020-06-22,19615,farver
2020-06-23,19667,farver
2020-06-24,18894,farver
2020-06-25,18105,farver
2020-06-26,17052,farver
2020-06-27,10122,farver
2020-06-28,10133,farver
2020-06-29,18071,farver
2020-06-30,19058,farver
2020-07-01,17680,farver
2020-07-02,18249,farver
2020-07-03,15301,farver
2020-07-04,9183,farver
2020-07-05,9332,farver
2020-07-06,17997,farver
2020-07-07,17883,farver
2020-07-08,17749,farver
2020-07-09,18119,farver
2020-07-10,17672,farver
2020-07-11,9193,farver
2020-07-12,9042,farver
2020-07-13,17477,farver
2020-07-14,18572,farver
2020-07-15,18139,farver
2020-07-16,19919,farver
2020-07-17,18202,farver
2020-07-18,13047,farver
2020-07-19,11178,farver
2020-07-20,19515,farver
2020-07-21,18842,farver
2020-07-22,18606,farver
2020-07-23,17742,farver
2020-07-24,15794,farver
2020-07-25,9699,farver
2020-07-26,9180,farver
2020-07-27,17885,farver
2020-07-28,17821,farver
2020-07-29,16738,farver
2020-07-30,16810,farver
2020-07-31,13976,farver
2020-08-01,8563,farver
2020-08-02,8735,farver
2020-08-03,17287,farver
2020-08-04,17852,farver
2020-08-05,18148,farver
2020-08-06,17478,farver
2020-08-07,15190,farver
2020-08-08,8470,farver
2020-08-09,8520,farver
2020-08-10,16477,farver
2020-08-11,17715,farver
2020-08-12,17381,farver
2020-08-13,17242,farver
2020-08-14,15085,farver
2020-08-15,9465,farver
2020-08-16,9978,farver
2020-08-17,17267,farver
2020-08-18,17990,farver
2020-08-19,18603,farver
2020-08-20,16899,farver
2020-08-21,15349,farver
2020-08-22,9650,farver
2020-08-23,9780,farver
2020-08-24,17940,farver
2020-08-25,19208,farver
2020-08-26,20050,farver
2020-08-27,19584,farver
2020-08-28,17252,farver
2020-08-29,10464,farver
2020-08-30,10531,farver
2020-08-31,19697,farver
2020-09-01,22344,farver
2020-09-02,22629,farver
2020-09-03,23542,farver
2020-09-04,18998,farver
2020-09-05,10434,farver
2020-09-06,10822,farver
2020-09-07,18963,farver
2020-09-08,22063,farver
2020-09-09,23257,farver
2020-09-10,22790,farver
2020-09-11,20475,farver
2020-09-12,12169,farver
2020-09-13,11989,farver
2020-09-14,23207,farver
2020-09-15,23830,farver
2020-09-16,23747,farver
2020-09-17,25141,farver
2020-09-18,24629,farver
2020-09-19,12113,farver
2020-09-20,12083,farver
2020-09-21,23348,farver
2020-09-22,25380,farver
2020-09-23,24441,farver
2020-09-24,23910,farver
2020-09-25,20926,farver
2020-09-26,12311,farver
2020-09-27,13166,farver
2020-09-28,22900,farver
2020-09-29,24045,farver
2020-09-30,24696,farver
2020-10-01,21786,farver
2020-10-02,18925,farver
2020-10-03,0,farver
2020-10-04,11570,farver
2020-10-05,21839,farver
2020-10-06,23514,farver
2020-10-07,23360,farver
2020-10-08,22483,farver
2020-10-09,19727,farver
2020-10-10,11892,farver
2020-10-11,12180,farver
2020-10-12,21785,farver
2020-10-13,23025,farver
2020-10-14,23132,farver
2020-10-15,22488,farver
2020-10-16,20213,farver
2020-10-17,11693,farver
2020-10-18,11706,farver
2020-10-19,22672,farver
2020-10-20,23701,farver
2020-10-21,22743,farver
2020-10-22,22014,farver
2020-10-23,19165,farver
2020-10-24,10980,farver
2020-10-25,11489,farver
2020-10-26,20963,farver
2020-10-27,22700,farver
2020-10-28,21247,farver
2020-10-29,20023,farver
2020-10-30,17895,farver
2020-10-31,9929,farver
2020-11-01,10635,farver
2020-11-02,21436,farver
2020-11-03,22586,farver
2020-11-04,20784,farver
2020-11-05,20975,farver
2020-11-06,17847,farver
2020-11-07,10980,farver
2020-11-08,11635,farver
2020-11-09,21144,farver
2020-11-10,21986,farver
2020-11-11,20278,farver
2020-11-12,20323,farver
2020-11-13,17752,farver
2020-11-14,10545,farver
2020-11-15,11108,farver
2020-11-16,20594,farver
2020-11-17,21684,farver
2020-11-18,20521,farver
2020-11-19,20456,farver
2020-11-20,18433,farver
2020-11-21,10715,farver
2020-11-22,11490,farver
2020-11-23,19689,farver
2020-11-24,20503,farver
2020-11-25,16302,farver
2020-11-26,16858,farver
2020-11-27,14797,farver
2020-11-28,9810,farver
2020-11-29,10604,farver
2020-11-30,19359,farver
2020-12-01,19121,farver
2020-12-02,19513,farver
2020-12-03,19025,farver
2020-12-04,17275,farver
2020-12-05,10150,farver
2020-12-06,10764,farver
2020-12-07,18607,farver
2020-12-08,18373,farver
2020-12-09,18706,farver
2020-12-10,18092,farver
2020-12-11,16495,farver
2020-12-12,9578,farver
2020-12-13,10330,farver
2020-12-14,16724,farver
2020-12-15,17650,farver
2020-12-16,18689,farver
2020-12-17,17020,farver
2020-12-18,14247,farver
2020-12-19,8075,farver
2020-12-20,8167,farver
2020-12-21,13926,farver
2020-12-22,14425,farver
2020-12-23,11782,farver
2020-12-24,8278,farver
2020-12-25,5628,farver
2020-12-26,6449,farver
2020-12-27,6860,farver
2020-12-28,11106,farver
2020-12-29,10543,farver
2020-12-30,9994,farver
2020-12-31,8142,farver
2020-01-01,6802,fastmap
2020-01-02,11125,fastmap
2020-01-03,11895,fastmap
2020-01-04,8382,fastmap
2020-01-05,7928,fastmap
2020-01-06,15046,fastmap
2020-01-07,16796,fastmap
2020-01-08,16827,fastmap
2020-01-09,16651,fastmap
2020-01-10,15157,fastmap
2020-01-11,8832,fastmap
2020-01-12,9212,fastmap
2020-01-13,16522,fastmap
2020-01-14,18125,fastmap
2020-01-15,17321,fastmap
2020-01-16,16670,fastmap
2020-01-17,15268,fastmap
2020-01-18,9273,fastmap
2020-01-19,8461,fastmap
2020-01-20,14328,fastmap
2020-01-21,16527,fastmap
2020-01-22,16727,fastmap
2020-01-23,16351,fastmap
2020-01-24,14649,fastmap
2020-01-25,9018,fastmap
2020-01-26,9319,fastmap
2020-01-27,15541,fastmap
2020-01-28,16275,fastmap
2020-01-29,17214,fastmap
2020-01-30,16743,fastmap
2020-01-31,15850,fastmap
2020-02-01,9350,fastmap
2020-02-02,8952,fastmap
2020-02-03,16495,fastmap
2020-02-04,17353,fastmap
2020-02-05,17364,fastmap
2020-02-06,17428,fastmap
2020-02-07,15978,fastmap
2020-02-08,9861,fastmap
2020-02-09,9975,fastmap
2020-02-10,17858,fastmap
2020-02-11,18340,fastmap
2020-02-12,18320,fastmap
2020-02-13,17363,fastmap
2020-02-14,14622,fastmap
2020-02-15,8403,fastmap
2020-02-16,8668,fastmap
2020-02-17,15751,fastmap
2020-02-18,18372,fastmap
2020-02-19,19129,fastmap
2020-02-20,18008,fastmap
2020-02-21,16064,fastmap
2020-02-22,10498,fastmap
2020-02-23,10178,fastmap
2020-02-24,16363,fastmap
2020-02-25,17533,fastmap
2020-02-26,18394,fastmap
2020-02-27,17099,fastmap
2020-02-28,14590,fastmap
2020-02-29,2250,fastmap
2020-03-01,8085,fastmap
2020-03-02,16208,fastmap
2020-03-03,16534,fastmap
2020-03-04,17450,fastmap
2020-03-05,17304,fastmap
2020-03-06,16973,fastmap
2020-03-07,9967,fastmap
2020-03-08,9310,fastmap
2020-03-09,16727,fastmap
2020-03-10,16882,fastmap
2020-03-11,16420,fastmap
2020-03-12,15570,fastmap
2020-03-13,11317,fastmap
2020-03-14,6182,fastmap
2020-03-15,6360,fastmap
2020-03-16,10428,fastmap
2020-03-17,11641,fastmap
2020-03-18,13157,fastmap
2020-03-19,13052,fastmap
2020-03-20,11591,fastmap
2020-03-21,8813,fastmap
2020-03-22,9451,fastmap
2020-03-23,13391,fastmap
2020-03-24,12628,fastmap
2020-03-25,12901,fastmap
2020-03-26,13216,fastmap
2020-03-27,12530,fastmap
2020-03-28,9085,fastmap
2020-03-29,9507,fastmap
2020-03-30,13072,fastmap
2020-03-31,13407,fastmap
2020-04-01,12840,fastmap
2020-04-02,12896,fastmap
2020-04-03,12533,fastmap
2020-04-04,9138,fastmap
2020-04-05,8459,fastmap
2020-04-06,12593,fastmap
2020-04-07,12624,fastmap
2020-04-08,12435,fastmap
2020-04-09,11554,fastmap
2020-04-10,10231,fastmap
2020-04-11,8524,fastmap
2020-04-12,8544,fastmap
2020-04-13,10997,fastmap
2020-04-14,12474,fastmap
2020-04-15,12629,fastmap
2020-04-16,12300,fastmap
2020-04-17,11541,fastmap
2020-04-18,8699,fastmap
2020-04-19,9226,fastmap
2020-04-20,12308,fastmap
2020-04-21,13050,fastmap
2020-04-22,12974,fastmap
2020-04-23,12370,fastmap
2020-04-24,12610,fastmap
2020-04-25,10124,fastmap
2020-04-26,9789,fastmap
2020-04-27,13994,fastmap
2020-04-28,14115,fastmap
2020-04-29,13977,fastmap
2020-04-30,13071,fastmap
2020-05-01,11409,fastmap
2020-05-02,9447,fastmap
2020-05-03,9777,fastmap
2020-05-04,13310,fastmap
2020-05-05,12855,fastmap
2020-05-06,13361,fastmap
2020-05-07,12600,fastmap
2020-05-08,11939,fastmap
2020-05-09,8739,fastmap
2020-05-10,8682,fastmap
2020-05-11,12393,fastmap
2020-05-12,12724,fastmap
2020-05-13,12268,fastmap
2020-05-14,12303,fastmap
2020-05-15,11504,fastmap
2020-05-16,8417,fastmap
2020-05-17,8351,fastmap
2020-05-18,12350,fastmap
2020-05-19,12330,fastmap
2020-05-20,10175,fastmap
2020-05-21,8776,fastmap
2020-05-22,7996,fastmap
2020-05-23,5538,fastmap
2020-05-24,5741,fastmap
2020-05-25,8632,fastmap
2020-05-26,9298,fastmap
2020-05-27,9339,fastmap
2020-05-28,10086,fastmap
2020-05-29,8325,fastmap
2020-05-30,5323,fastmap
2020-05-31,5580,fastmap
2020-06-01,8422,fastmap
2020-06-02,10589,fastmap
2020-06-03,11362,fastmap
2020-06-04,11103,fastmap
2020-06-05,10534,fastmap
2020-06-06,7626,fastmap
2020-06-07,7724,fastmap
2020-06-08,11077,fastmap
2020-06-09,11960,fastmap
2020-06-10,11710,fastmap
2020-06-11,11143,fastmap
2020-06-12,10314,fastmap
2020-06-13,7432,fastmap
2020-06-14,7470,fastmap
2020-06-15,11116,fastmap
2020-06-16,11835,fastmap
2020-06-17,10645,fastmap
2020-06-18,9017,fastmap
2020-06-19,8295,fastmap
2020-06-20,5244,fastmap
2020-06-21,4804,fastmap
2020-06-22,8798,fastmap
2020-06-23,9244,fastmap
2020-06-24,8558,fastmap
2020-06-25,8678,fastmap
2020-06-26,8109,fastmap
2020-06-27,4853,fastmap
2020-06-28,5076,fastmap
2020-06-29,8899,fastmap
2020-06-30,9073,fastmap
2020-07-01,8275,fastmap
2020-07-02,8255,fastmap
2020-07-03,7339,fastmap
2020-07-04,4753,fastmap
2020-07-05,4532,fastmap
2020-07-06,8532,fastmap
2020-07-07,8873,fastmap
2020-07-08,8378,fastmap
2020-07-09,8333,fastmap
2020-07-10,7574,fastmap
2020-07-11,4876,fastmap
2020-07-12,4404,fastmap
2020-07-13,7615,fastmap
2020-07-14,7991,fastmap
2020-07-15,7955,fastmap
2020-07-16,8190,fastmap
2020-07-17,7960,fastmap
2020-07-18,4435,fastmap
2020-07-19,4660,fastmap
2020-07-20,8798,fastmap
2020-07-21,8641,fastmap
2020-07-22,8164,fastmap
2020-07-23,7678,fastmap
2020-07-24,7096,fastmap
2020-07-25,4354,fastmap
2020-07-26,4765,fastmap
2020-07-27,7820,fastmap
2020-07-28,7806,fastmap
2020-07-29,7743,fastmap
2020-07-30,7762,fastmap
2020-07-31,6649,fastmap
2020-08-01,4290,fastmap
2020-08-02,4254,fastmap
2020-08-03,7643,fastmap
2020-08-04,8286,fastmap
2020-08-05,8316,fastmap
2020-08-06,8243,fastmap
2020-08-07,7656,fastmap
2020-08-08,4305,fastmap
2020-08-09,4302,fastmap
2020-08-10,7643,fastmap
2020-08-11,7896,fastmap
2020-08-12,7850,fastmap
2020-08-13,8006,fastmap
2020-08-14,7387,fastmap
2020-08-15,4253,fastmap
2020-08-16,4645,fastmap
2020-08-17,8016,fastmap
2020-08-18,8581,fastmap
2020-08-19,8527,fastmap
2020-08-20,7833,fastmap
2020-08-21,7353,fastmap
2020-08-22,4502,fastmap
2020-08-23,4830,fastmap
2020-08-24,8115,fastmap
2020-08-25,8604,fastmap
2020-08-26,8700,fastmap
2020-08-27,8801,fastmap
2020-08-28,7953,fastmap
2020-08-29,4589,fastmap
2020-08-30,4989,fastmap
2020-08-31,8708,fastmap
2020-09-01,9274,fastmap
2020-09-02,9030,fastmap
2020-09-03,9349,fastmap
2020-09-04,7524,fastmap
2020-09-05,4216,fastmap
2020-09-06,4484,fastmap
2020-09-07,7950,fastmap
2020-09-08,9228,fastmap
2020-09-09,9188,fastmap
2020-09-10,9115,fastmap
2020-09-11,8023,fastmap
2020-09-12,4886,fastmap
2020-09-13,4951,fastmap
2020-09-14,9328,fastmap
2020-09-15,9940,fastmap
2020-09-16,10059,fastmap
2020-09-17,9598,fastmap
2020-09-18,8546,fastmap
2020-09-19,4475,fastmap
2020-09-20,4474,fastmap
2020-09-21,9100,fastmap
2020-09-22,10124,fastmap
2020-09-23,9820,fastmap
2020-09-24,9431,fastmap
2020-09-25,8347,fastmap
2020-09-26,4824,fastmap
2020-09-27,5014,fastmap
2020-09-28,9236,fastmap
2020-09-29,9961,fastmap
2020-09-30,9356,fastmap
2020-10-01,8944,fastmap
2020-10-02,7734,fastmap
2020-10-03,0,fastmap
2020-10-04,4642,fastmap
2020-10-05,9249,fastmap
2020-10-06,9964,fastmap
2020-10-07,10150,fastmap
2020-10-08,9613,fastmap
2020-10-09,8502,fastmap
2020-10-10,4796,fastmap
2020-10-11,5090,fastmap
2020-10-12,8880,fastmap
2020-10-13,9390,fastmap
2020-10-14,9295,fastmap
2020-10-15,9390,fastmap
2020-10-16,8517,fastmap
2020-10-17,5058,fastmap
2020-10-18,4637,fastmap
2020-10-19,9319,fastmap
2020-10-20,9756,fastmap
2020-10-21,9587,fastmap
2020-10-22,9742,fastmap
2020-10-23,8905,fastmap
2020-10-24,4913,fastmap
2020-10-25,4938,fastmap
2020-10-26,8939,fastmap
2020-10-27,9697,fastmap
2020-10-28,9025,fastmap
2020-10-29,8650,fastmap
2020-10-30,7505,fastmap
2020-10-31,4757,fastmap
2020-11-01,4802,fastmap
2020-11-02,9009,fastmap
2020-11-03,9249,fastmap
2020-11-04,9066,fastmap
2020-11-05,8786,fastmap
2020-11-06,8328,fastmap
2020-11-07,4939,fastmap
2020-11-08,5069,fastmap
2020-11-09,9291,fastmap
2020-11-10,9367,fastmap
2020-11-11,8756,fastmap
2020-11-12,9431,fastmap
2020-11-13,7906,fastmap
2020-11-14,4668,fastmap
2020-11-15,4824,fastmap
2020-11-16,8976,fastmap
2020-11-17,9381,fastmap
2020-11-18,9286,fastmap
2020-11-19,9373,fastmap
2020-11-20,8367,fastmap
2020-11-21,4686,fastmap
2020-11-22,5064,fastmap
2020-11-23,8848,fastmap
2020-11-24,9218,fastmap
2020-11-25,7515,fastmap
2020-11-26,7455,fastmap
2020-11-27,6549,fastmap
2020-11-28,4416,fastmap
2020-11-29,4376,fastmap
2020-11-30,9220,fastmap
2020-12-01,8560,fastmap
2020-12-02,8664,fastmap
2020-12-03,8457,fastmap
2020-12-04,7919,fastmap
2020-12-05,4502,fastmap
2020-12-06,4632,fastmap
2020-12-07,7867,fastmap
2020-12-08,8102,fastmap
2020-12-09,8197,fastmap
2020-12-10,7875,fastmap
2020-12-11,7111,fastmap
2020-12-12,4264,fastmap
2020-12-13,4471,fastmap
2020-12-14,7495,fastmap
2020-12-15,7657,fastmap
2020-12-16,7616,fastmap
2020-12-17,7150,fastmap
2020-12-18,6361,fastmap
2020-12-19,3701,fastmap
2020-12-20,3550,fastmap
2020-12-21,6064,fastmap
2020-12-22,5872,fastmap
2020-12-23,5034,fastmap
2020-12-24,3066,fastmap
2020-12-25,2280,fastmap
2020-12-26,2739,fastmap
2020-12-27,2829,fastmap
2020-12-28,4584,fastmap
2020-12-29,4466,fastmap
2020-12-30,4125,fastmap
2020-12-31,3438,fastmap
2020-01-01,2751,flexmix
2020-01-02,3463,flexmix
2020-01-03,4884,flexmix
2020-01-04,2851,flexmix
2020-01-05,2893,flexmix
2020-01-06,9077,flexmix
2020-01-07,5244,flexmix
2020-01-08,3423,flexmix
2020-01-09,4680,flexmix
2020-01-10,3524,flexmix
2020-01-11,4377,flexmix
2020-01-12,4300,flexmix
2020-01-13,6981,flexmix
2020-01-14,8861,flexmix
2020-01-15,5411,flexmix
2020-01-16,6676,flexmix
2020-01-17,5686,flexmix
2020-01-18,2651,flexmix
2020-01-19,2588,flexmix
2020-01-20,7864,flexmix
2020-01-21,5066,flexmix
2020-01-22,6157,flexmix
2020-01-23,5142,flexmix
2020-01-24,3393,flexmix
2020-01-25,2815,flexmix
2020-01-26,2712,flexmix
2020-01-27,6208,flexmix
2020-01-28,5201,flexmix
2020-01-29,4800,flexmix
2020-01-30,6111,flexmix
2020-01-31,3564,flexmix
2020-02-01,2615,flexmix
2020-02-02,2663,flexmix
2020-02-03,6798,flexmix
2020-02-04,5064,flexmix
2020-02-05,6705,flexmix
2020-02-06,7204,flexmix
2020-02-07,3872,flexmix
2020-02-08,3071,flexmix
2020-02-09,2767,flexmix
2020-02-10,8091,flexmix
2020-02-11,4836,flexmix
2020-02-12,5731,flexmix
2020-02-13,4684,flexmix
2020-02-14,3533,flexmix
2020-02-15,2955,flexmix
2020-02-16,2814,flexmix
2020-02-17,8939,flexmix
2020-02-18,4745,flexmix
2020-02-19,6775,flexmix
2020-02-20,5539,flexmix
2020-02-21,2856,flexmix
2020-02-22,2033,flexmix
2020-02-23,3070,flexmix
2020-02-24,4719,flexmix
2020-02-25,3789,flexmix
2020-02-26,5024,flexmix
2020-02-27,4774,flexmix
2020-02-28,3443,flexmix
2020-02-29,593,flexmix
2020-03-01,2314,flexmix
2020-03-02,5794,flexmix
2020-03-03,5151,flexmix
2020-03-04,4983,flexmix
2020-03-05,5337,flexmix
2020-03-06,3686,flexmix
2020-03-07,2843,flexmix
2020-03-08,2984,flexmix
2020-03-09,4498,flexmix
2020-03-10,7318,flexmix
2020-03-11,4817,flexmix
2020-03-12,6252,flexmix
2020-03-13,4279,flexmix
2020-03-14,2845,flexmix
2020-03-15,2804,flexmix
2020-03-16,7056,flexmix
2020-03-17,4191,flexmix
2020-03-18,5556,flexmix
2020-03-19,4798,flexmix
2020-03-20,4102,flexmix
2020-03-21,3773,flexmix
2020-03-22,2734,flexmix
2020-03-23,8118,flexmix
2020-03-24,7941,flexmix
2020-03-25,4879,flexmix
2020-03-26,5165,flexmix
2020-03-27,5218,flexmix
2020-03-28,4380,flexmix
2020-03-29,4392,flexmix
2020-03-30,6194,flexmix
2020-03-31,5208,flexmix
2020-04-01,3811,flexmix
2020-04-02,6285,flexmix
2020-04-03,4079,flexmix
2020-04-04,2827,flexmix
2020-04-05,3026,flexmix
2020-04-06,6787,flexmix
2020-04-07,3605,flexmix
2020-04-08,3666,flexmix
2020-04-09,3970,flexmix
2020-04-10,2970,flexmix
2020-04-11,2589,flexmix
2020-04-12,2576,flexmix
2020-04-13,6532,flexmix
2020-04-14,4577,flexmix
2020-04-15,7546,flexmix
2020-04-16,7006,flexmix
2020-04-17,3515,flexmix
2020-04-18,2559,flexmix
2020-04-19,2721,flexmix
2020-04-20,7412,flexmix
2020-04-21,3985,flexmix
2020-04-22,3738,flexmix
2020-04-23,4525,flexmix
2020-04-24,3350,flexmix
2020-04-25,2985,flexmix
2020-04-26,2888,flexmix
2020-04-27,4585,flexmix
2020-04-28,4238,flexmix
2020-04-29,5755,flexmix
2020-04-30,5033,flexmix
2020-05-01,2596,flexmix
2020-05-02,2735,flexmix
2020-05-03,3201,flexmix
2020-05-04,5904,flexmix
2020-05-05,5000,flexmix
2020-05-06,3340,flexmix
2020-05-07,4657,flexmix
2020-05-08,3401,flexmix
2020-05-09,2577,flexmix
2020-05-10,2702,flexmix
2020-05-11,5995,flexmix
2020-05-12,3769,flexmix
2020-05-13,3693,flexmix
2020-05-14,4539,flexmix
2020-05-15,3617,flexmix
2020-05-16,2987,flexmix
2020-05-17,2871,flexmix
2020-05-18,7224,flexmix
2020-05-19,3602,flexmix
2020-05-20,4111,flexmix
2020-05-21,3809,flexmix
2020-05-22,2915,flexmix
2020-05-23,2587,flexmix
2020-05-24,2532,flexmix
2020-05-25,3482,flexmix
2020-05-26,5523,flexmix
2020-05-27,4781,flexmix
2020-05-28,4352,flexmix
2020-05-29,3122,flexmix
2020-05-30,2793,flexmix
2020-05-31,2596,flexmix
2020-06-01,5400,flexmix
2020-06-02,3822,flexmix
2020-06-03,4132,flexmix
2020-06-04,4375,flexmix
2020-06-05,3610,flexmix
2020-06-06,2748,flexmix
2020-06-07,3145,flexmix
2020-06-08,6742,flexmix
2020-06-09,3822,flexmix
2020-06-10,3634,flexmix
2020-06-11,6308,flexmix
2020-06-12,3672,flexmix
2020-06-13,2536,flexmix
2020-06-14,1730,flexmix
2020-06-15,5109,flexmix
2020-06-16,3547,flexmix
2020-06-17,2392,flexmix
2020-06-18,3400,flexmix
2020-06-19,3313,flexmix
2020-06-20,1974,flexmix
2020-06-21,2667,flexmix
2020-06-22,6834,flexmix
2020-06-23,3953,flexmix
2020-06-24,3895,flexmix
2020-06-25,4412,flexmix
2020-06-26,3395,flexmix
2020-06-27,2707,flexmix
2020-06-28,3058,flexmix
2020-06-29,6278,flexmix
2020-06-30,3906,flexmix
2020-07-01,3577,flexmix
2020-07-02,5226,flexmix
2020-07-03,3278,flexmix
2020-07-04,2598,flexmix
2020-07-05,2643,flexmix
2020-07-06,6357,flexmix
2020-07-07,3414,flexmix
2020-07-08,3939,flexmix
2020-07-09,4379,flexmix
2020-07-10,5563,flexmix
2020-07-11,2308,flexmix
2020-07-12,2574,flexmix
2020-07-13,4909,flexmix
2020-07-14,3313,flexmix
2020-07-15,3506,flexmix
2020-07-16,4150,flexmix
2020-07-17,2444,flexmix
2020-07-18,1144,flexmix
2020-07-19,1496,flexmix
2020-07-20,4648,flexmix
2020-07-21,3248,flexmix
2020-07-22,2478,flexmix
2020-07-23,4539,flexmix
2020-07-24,2657,flexmix
2020-07-25,1649,flexmix
2020-07-26,1855,flexmix
2020-07-27,4519,flexmix
2020-07-28,4247,flexmix
2020-07-29,3337,flexmix
2020-07-30,4426,flexmix
2020-07-31,2582,flexmix
2020-08-01,2415,flexmix
2020-08-02,1797,flexmix
2020-08-03,4842,flexmix
2020-08-04,4383,flexmix
2020-08-05,4641,flexmix
2020-08-06,3921,flexmix
2020-08-07,2357,flexmix
2020-08-08,1464,flexmix
2020-08-09,2239,flexmix
2020-08-10,4383,flexmix
2020-08-11,2354,flexmix
2020-08-12,2976,flexmix
2020-08-13,3833,flexmix
2020-08-14,2766,flexmix
2020-08-15,2233,flexmix
2020-08-16,2379,flexmix
2020-08-17,6020,flexmix
2020-08-18,3109,flexmix
2020-08-19,3406,flexmix
2020-08-20,3513,flexmix
2020-08-21,2758,flexmix
2020-08-22,1620,flexmix
2020-08-23,1806,flexmix
2020-08-24,4029,flexmix
2020-08-25,4889,flexmix
2020-08-26,2837,flexmix
2020-08-27,3235,flexmix
2020-08-28,3191,flexmix
2020-08-29,2237,flexmix
2020-08-30,1903,flexmix
2020-08-31,4774,flexmix
2020-09-01,3351,flexmix
2020-09-02,4024,flexmix
2020-09-03,4379,flexmix
2020-09-04,3573,flexmix
2020-09-05,1873,flexmix
2020-09-06,1792,flexmix
2020-09-07,4037,flexmix
2020-09-08,5468,flexmix
2020-09-09,3799,flexmix
2020-09-10,4446,flexmix
2020-09-11,3954,flexmix
2020-09-12,2675,flexmix
2020-09-13,3450,flexmix
2020-09-14,7349,flexmix
2020-09-15,4994,flexmix
2020-09-16,4033,flexmix
2020-09-17,4071,flexmix
2020-09-18,4090,flexmix
2020-09-19,3553,flexmix
2020-09-20,2495,flexmix
2020-09-21,5779,flexmix
2020-09-22,5141,flexmix
2020-09-23,6849,flexmix
2020-09-24,4244,flexmix
2020-09-25,4281,flexmix
2020-09-26,2441,flexmix
2020-09-27,2296,flexmix
2020-09-28,5060,flexmix
2020-09-29,4599,flexmix
2020-09-30,4375,flexmix
2020-10-01,4175,flexmix
2020-10-02,2804,flexmix
2020-10-03,0,flexmix
2020-10-04,1832,flexmix
2020-10-05,3792,flexmix
2020-10-06,3144,flexmix
2020-10-07,4843,flexmix
2020-10-08,2605,flexmix
2020-10-09,2741,flexmix
2020-10-10,1494,flexmix
2020-10-11,1441,flexmix
2020-10-12,5043,flexmix
